id_movie,release_date,month,day_num,day_name
19092.0,1994-03-23,marzo,23.0,miercoles
2758.0,1993-11-19,noviembre,19.0,viernes
38129.0,1994-04-27,abril,27.0,miercoles
10436.0,1993-09-17,septiembre,17.0,viernes
13595.0,1994-08-05,agosto,5.0,viernes
46094.0,1994-01-07,enero,7.0,viernes
9409.0,1993-07-22,julio,22.0,jueves
11853.0,1994-04-22,abril,22.0,viernes
16771.0,1994-07-29,julio,29.0,viernes
46924.0,1994-05-06,mayo,6.0,viernes
11041.0,1993-10-15,octubre,15.0,viernes
306.0,1994-05-24,mayo,24.0,martes
14522.0,1994-07-29,julio,29.0,viernes
26203.0,1994-01-26,enero,26.0,miercoles
178.0,1994-07-01,julio,1.0,viernes
19819.0,1994-02-18,febrero,18.0,viernes
57834.0,1994-09-16,septiembre,16.0,viernes
4722.0,1993-06-09,junio,9.0,miercoles
18215.0,1993-06-18,junio,18.0,viernes
1607.0,1993-09-14,septiembre,14.0,martes
26391.0,1994-01-07,enero,7.0,viernes
117553.0,1993-09-03,septiembre,3.0,viernes
6075.0,1993-11-10,noviembre,10.0,miercoles
11310.0,1994-06-10,junio,10.0,viernes
18658.0,1994-05-06,mayo,6.0,viernes
9350.0,1993-05-28,mayo,28.0,viernes
9612.0,1993-07-23,julio,23.0,viernes
2124.0,1994-08-19,agosto,19.0,viernes
26261.0,1994-04-15,abril,15.0,viernes
19176.0,1994-06-03,junio,3.0,viernes
49299.0,1993-11-19,noviembre,19.0,viernes
11566.0,1993-05-07,mayo,7.0,viernes
9571.0,1993-09-24,septiembre,24.0,viernes
9739.0,1993-10-08,octubre,8.0,viernes
24257.0,1994-06-03,junio,3.0,viernes
34444.0,1994-05-13,mayo,13.0,viernes
26141.0,1993-10-29,octubre,29.0,viernes
10997.0,1993-09-16,septiembre,16.0,jueves
50463.0,1994-04-29,abril,29.0,viernes
10443.0,1993-10-15,octubre,15.0,viernes
20239.0,1994-10-28,octubre,28.0,viernes
16297.0,1994-04-29,abril,29.0,viernes
18551.0,1993-11-05,noviembre,5.0,viernes
25440.0,1994-05-13,mayo,13.0,viernes
9024.0,1993-10-01,octubre,1.0,viernes
37233.0,1993-06-30,junio,30.0,miercoles
1634.0,1993-07-16,julio,16.0,viernes
13815.0,1994-08-24,agosto,24.0,miercoles
5503.0,1993-08-06,agosto,6.0,viernes
35588.0,1993-12-10,diciembre,10.0,viernes
2087.0,1994-02-11,febrero,11.0,viernes
41579.0,1994-06-17,junio,17.0,viernes
18620.0,1994-06-10,junio,10.0,viernes
41006.0,1994-07-14,julio,14.0,jueves
4916.0,1993-06-04,junio,4.0,viernes
2019.0,1993-08-20,agosto,20.0,viernes
31642.0,1993-12-24,diciembre,24.0,viernes
9255.0,1993-05-21,mayo,21.0,viernes
26271.0,1995-12-08,diciembre,8.0,viernes
10612.0,1995-05-12,mayo,12.0,viernes
